amount,p_month,p_age,p_gender,postal_code_id,id
349570.4721,2015-12-01,45-54,F,6242,6186
361503.86992,2015-12-01,45-54,M,6242,548
323737.97302,2015-12-01,55-64,F,6242,9531
304272.4168,2015-12-01,55-64,M,6242,5944
230091.4403,2015-12-01,>=65,F,6242,2341
240444.14978,2015-12-01,>=65,M,6242,8894
1652.16004,2015-01-01,<=24,F,6259,2060
1894.21996,2015-01-01,<=24,M,6259,8849
13074.38018,2015-01-01,25-34,F,6259,750
10831.86012,2015-01-01,25-34,M,6259,3986
35978.7605,2015-01-01,35-44,F,6259,7161
22570.09926,2015-01-01,35-44,M,6259,3174
25155.47922,2015-01-01,45-54,F,6259,5536
17628.8392,2015-01-01,45-54,M,6259,9272
15137.72988,2015-01-01,55-64,F,6259,146
12983.16993,2015-01-01,55-64,M,6259,5301
9635.1492,2015-01-01,>=65,F,6259,1680
8855.54004,2015-01-01,>=65,M,6259,8261
581.86006,2015-02-01,<=24,F,6259,6880
534.37998,2015-02-01,<=24,M,6259,2743
8037.62024,2015-02-01,25-34,F,6259,6034
8682.88016,2015-02-01,25-34,M,6259,9500
27135.20062,2015-02-01,35-44,F,6259,10438
23418.88056,2015-02-01,35-44,M,6259,7812
21752.32102,2015-02-01,45-54,F,6259,1181
13110.69964,2015-02-01,45-54,M,6259,4853
13077.65028,2015-02-01,55-64,F,6259,4585
9972.11034,2015-02-01,55-64,M,6259,10207
5917.43976,2015-02-01,>=65,F,6259,7612
9411.46018,2015-02-01,>=65,M,6259,3726
826.74,2015-03-01,<=24,F,6259,2850
1068.7,2015-03-01,<=24,M,6259,6757
10508.87972,2015-03-01,25-34,F,6259,9521
9297.87976,2015-03-01,25-34,M,6259,5991
26242.61836,2015-03-01,35-44,F,6259,7872
28030.21948,2015-03-01,35-44,M,6259,10421
23099.0203,2015-03-01,45-54,F,6259,4775
32673.78024,2015-03-01,45-54,M,6259,1193
12720.5001,2015-03-01,55-64,F,6259,10150
11310.4398,2015-03-01,55-64,M,6259,4704
9376.66949,2015-03-01,>=65,F,6259,3590
10034.1401,2015-03-01,>=65,M,6259,7755
1175.75996,2015-04-01,<=24,F,6259,919
549.94,2015-04-01,<=24,M,6259,4347
10271.5002,2015-04-01,25-34,F,6259,1720
8383.69984,2015-04-01,25-34,M,6259,8525
24332.54094,2015-04-01,35-44,F,6259,5294
21226.21972,2015-04-01,35-44,M,6259,9234
22867.07964,2015-04-01,45-54,F,6259,7758
24737.08014,2015-04-01,45-54,M,6259,3593
9774.6195,2015-04-01,55-64,F,6259,3164
8886.0003,2015-04-01,55-64,M,6259,7151
7892.68978,2015-04-01,>=65,F,6259,10279
6950.21974,2015-04-01,>=65,M,6259,4789
1459.24,2015-05-01,<=24,F,6259,741
1451.93,2015-05-01,<=24,M,6259,4049
12716.19964,2015-05-01,25-34,F,6259,2120
14542.23956,2015-05-01,25-34,M,6259,8831
30336.30056,2015-05-01,35-44,F,6259,5629
25985.73996,2015-05-01,35-44,M,6259,9345
28873.65862,2015-05-01,45-54,F,6259,7342
24805.27946,2015-05-01,45-54,M,6259,3286
16089.5001,2015-05-01,55-64,F,6259,3515
14954.4701,2015-05-01,55-64,M,6259,7412
11727.58004,2015-05-01,>=65,F,6259,10134
7434.8,2015-05-01,>=65,M,6259,4446
1542.09988,2015-06-01,<=24,F,6259,4929
1503.88002,2015-06-01,<=24,M,6259,10380
9395.3603,2015-06-01,25-34,F,6259,7826
10760.2001,2015-06-01,25-34,M,6259,1378
34338.58118,2015-06-01,35-44,F,6259,463
27879.61936,2015-06-01,35-44,M,6259,6041
38607.00034,2015-06-01,45-54,F,6259,2995
29767.2603,2015-06-01,45-54,M,6259,6966
11179.25028,2015-06-01,55-64,F,6259,6557
12318.9001,2015-06-01,55-64,M,6259,2417
11414.88964,2015-06-01,>=65,F,6259,4195
8262.24984,2015-06-01,>=65,M,6259,806
1591.52004,2015-07-01,<=24,F,6259,1162
861.53994,2015-07-01,<=24,M,6259,4902
9149.78054,2015-07-01,25-34,F,6259,10503
18886.97984,2015-07-01,25-34,M,6259,8013
37014.78004,2015-07-01,35-44,F,6259,5813
40185.7802,2015-07-01,35-44,M,6259,9432
27433.93992,2015-07-01,45-54,F,6259,6836
26562.01974,2015-07-01,45-54,M,6259,2788
16206.66024,2015-07-01,55-64,F,6259,2691
11140.49944,2015-07-01,55-64,M,6259,6585
11312.69005,2015-07-01,>=65,F,6259,10036
11753.57009,2015-07-01,>=65,M,6259,4245
1605.73006,2015-08-01,<=24,F,6259,2767
138.34,2015-08-01,<=24,M,6259,6815
7720.97996,2015-08-01,25-34,F,6259,9466
8986.87992,2015-08-01,25-34,M,6259,6052
19935.9605,2015-08-01,35-44,F,6259,7793
17657.01988,2015-08-01,35-44,M,6259,10474
15936.9805,2015-08-01,45-54,F,6259,4922
22730.7792,2015-08-01,45-54,M,6259,1175
8495.27051,2015-08-01,55-64,F,6259,10200
9361.40004,2015-08-01,55-64,M,6259,4641
8052.30014,2015-08-01,>=65,F,6259,3641
9654.6202,2015-08-01,>=65,M,6259,7631
673.24,2015-09-01,<=24,F,6259,7498
431.20002,2015-09-01,<=24,M,6259,3436
6966.11992,2015-09-01,25-34,F,6259,5383
6464.5601,2015-09-01,25-34,M,6259,85
24364.23974,2015-09-01,35-44,F,6259,1861
38603.31952,2015-09-01,35-44,M,6259,8433
25000.0794,2015-09-01,45-54,F,6259,9917
23940.71932,2015-09-01,45-54,M,6259,4235
13468.03026,2015-09-01,55-64,F,6259,3954
11332.83038,2015-09-01,55-64,M,6259,778
8258.65972,2015-09-01,>=65,F,6259,6933
6409.41976,2015-09-01,>=65,M,6259,2962
1295.92008,2015-10-01,<=24,F,6259,2501
1710.88004,2015-10-01,<=24,M,6259,6406
8976.14026,2015-10-01,25-34,F,6259,616
7717.28024,2015-10-01,25-34,M,6259,6294
24219.7204,2015-10-01,35-44,F,6259,8188
34165.6398,2015-10-01,35-44,M,6259,1533
32149.86042,2015-10-01,45-54,F,6259,4487
25261.60054,2015-10-01,45-54,M,6259,10107
23159.80052,2015-10-01,55-64,F,6259,1248
13426.96002,2015-10-01,55-64,M,6259,5092
10918.57944,2015-10-01,>=65,F,6259,3236
8460.57972,2015-10-01,>=65,M,6259,7375
828.6,2015-11-01,<=24,F,6259,9810
2862.36986,2015-11-01,<=24,M,6259,4033
9372.40048,2015-11-01,25-34,F,6259,2099
5389.32,2015-11-01,25-34,M,6259,8810
23442.53886,2015-11-01,35-44,F,6259,5657
30001.52046,2015-11-01,35-44,M,6259,294
32082.701,2015-11-01,45-54,F,6259,7361
25933.57938,2015-11-01,45-54,M,6259,3305
16069.17996,2015-11-01,55-64,F,6259,3539
13078.63016,2015-11-01,55-64,M,6259,7436
11688.4395,2015-11-01,>=65,F,6259,1039
9114.60034,2015-11-01,>=65,M,6259,4420
1580.19992,2015-12-01,<=24,F,6259,715
1972.52002,2015-12-01,<=24,M,6259,3751
12297.75956,2015-12-01,25-34,F,6259,2287
8092.17972,2015-12-01,25-34,M,6259,8934
31789.62062,2015-12-01,35-44,F,6259,5533
27164.35926,2015-12-01,35-44,M,6259,9271
30532.21992,2015-12-01,45-54,F,6259,7165
21010.22024,2015-12-01,45-54,M,6259,3178
22024.44028,2015-12-01,55-64,F,6259,3574
15263.40042,2015-12-01,55-64,M,6259,7739
11205.70054,2015-12-01,>=65,F,6259,10148
8484.99996,2015-12-01,>=65,M,6259,4699
1969.85007,2015-01-01,<=24,F,6261,1137
5130.23003,2015-01-01,<=24,M,6261,4586
20012.71923,2015-01-01,25-34,F,6261,10598
37692.45879,2015-01-01,25-34,M,6261,8131
31837.72191,2015-01-01,35-44,F,6261,6357
41987.77029,2015-01-01,35-44,M,6261,9663
28799.04069,2015-01-01,45-54,F,6261,6623
40085.10985,2015-01-01,45-54,M,6261,2652
23814.17067,2015-01-01,55-64,F,6261,2748
48079.3591,2015-01-01,55-64,M,6261,6885
4192.9699,2015-01-01,>=65,F,6261,9719
19521.74908,2015-01-01,>=65,M,6261,3877
2479.54007,2015-02-01,<=24,F,6261,5304
4771.04,2015-02-01,<=24,M,6261,9239
22478.43085,2015-02-01,25-34,F,6261,7467
35680.84872,2015-02-01,25-34,M,6261,3493
31432.19138,2015-02-01,35-44,F,6261,913
45526.97053,2015-02-01,35-44,M,6261,4338
27712.04866,2015-02-01,45-54,F,6261,1992
33143.25956,2015-02-01,45-54,M,6261,8626
24342.17004,2015-02-01,55-64,F,6261,8854
47588.38923,2015-02-01,55-64,M,6261,2065
4902.86015,2015-02-01,>=65,F,6261,5899
16761.16026,2015-02-01,>=65,M,6261,335
3278.55971,2015-03-01,<=24,F,6261,9158
7034.41968,2015-03-01,<=24,M,6261,5407
25148.04844,2015-03-01,25-34,F,6261,3462
44287.36711,2015-03-01,25-34,M,6261,7524
35291.11959,2015-03-01,35-44,F,6261,4308
49486.50852,2015-03-01,35-44,M,6261,944
27370.52123,2015-03-01,45-54,F,6261,8662
39126.55934,2015-03-01,45-54,M,6261,1939
30148.31039,2015-03-01,55-64,F,6261,2181
53819.67923,2015-03-01,55-64,M,6261,8760
8055.33974,2015-03-01,>=65,F,6261,425
18225.92917,2015-03-01,>=65,M,6261,5782
2412.21,2015-04-01,<=24,F,6261,10444
4691.34019,2015-04-01,<=24,M,6261,7825
25167.54009,2015-04-01,25-34,F,6261,1298
40550.98297,2015-04-01,25-34,M,6261,4930
31400.31109,2015-04-01,35-44,F,6261,6872
49686.67089,2015-04-01,35-44,M,6261,2735
27063.83043,2015-04-01,45-54,F,6261,5776
38343.34085,2015-04-01,45-54,M,6261,9457
25311.89143,2015-04-01,55-64,F,6261,608
51327.10191,2015-04-01,55-64,M,6261,6351
4667.04986,2015-04-01,>=65,F,6261,1930
19650.32001,2015-04-01,>=65,M,6261,8653
2810.69995,2015-05-01,<=24,F,6261,10630
5745.47986,2015-05-01,<=24,M,6261,8118
24767.40065,2015-05-01,25-34,F,6261,1123
41315.50129,2015-05-01,25-34,M,6261,4638
38695.78837,2015-05-01,35-44,F,6261,6488
49899.41895,2015-05-01,35-44,M,6261,2423
35559.74257,2015-05-01,45-54,F,6261,6128
45102.56878,2015-05-01,45-54,M,6261,9597
30942.03081,2015-05-01,55-64,F,6261,428
55619.81848,2015-05-01,55-64,M,6261,6049
7289.26021,2015-05-01,>=65,F,6261,2215
22509.28068,2015-05-01,>=65,M,6261,9047
2748.26995,2015-06-01,<=24,F,6261,8524
3772.92027,2015-06-01,<=24,M,6261,1719
28473.83045,2015-06-01,25-34,F,6261,4348
38674.71199,2015-06-01,25-34,M,6261,10001
34335.37924,2015-06-01,35-44,F,6261,3500
51551.48045,2015-06-01,35-44,M,6261,7474
27700.72069,2015-06-01,45-54,F,6261,30
44719.11168,2015-06-01,45-54,M,6261,5213
27067.41845,2015-06-01,55-64,F,6261,5622
60028.92754,2015-06-01,55-64,M,6261,9381
11966.10032,2015-06-01,>=65,F,6261,7944
19598.76071,2015-06-01,>=65,M,6261,10543
5401.33017,2015-07-01,<=24,F,6261,2022
5477.93988,2015-07-01,<=24,M,6261,8574
27093.58744,2015-07-01,25-34,F,6261,848
41064.38227,2015-07-01,25-34,M,6261,4104
43460.84625,2015-07-01,35-44,F,6261,7700
57783.97873,2015-07-01,35-44,M,6261,3621
31394.21195,2015-07-01,45-54,F,6261,5336
50587.96838,2015-07-01,45-54,M,6261,9210
26194.67211,2015-07-01,55-64,F,6261,159
67874.79257,2015-07-01,55-64,M,6261,5572
10509.3301,2015-07-01,>=65,F,6261,1325
24578.36987,2015-07-01,>=65,M,6261,7915
2987.26003,2015-08-01,<=24,F,6261,9198
3773.7197,2015-08-01,<=24,M,6261,5321
20120.8293,2015-08-01,25-34,F,6261,3508
35617.68113,2015-08-01,25-34,M,6261,7405
23982.02901,2015-08-01,35-44,F,6261,4393
43901.32049,2015-08-01,35-44,M,6261,901
20085.13893,2015-08-01,45-54,F,6261,8599
33968.76113,2015-08-01,45-54,M,6261,2047
17111.43113,2015-08-01,55-64,F,6261,2116
41980.98122,2015-08-01,55-64,M,6261,8827
3532.99997,2015-08-01,>=65,F,6261,350
13998.20912,2015-08-01,>=65,M,6261,5837
3225.40039,2015-09-01,<=24,F,6261,5973
6046.62009,2015-09-01,<=24,M,6261,476
25697.34797,2015-09-01,25-34,F,6261,6734
35504.20958,2015-09-01,25-34,M,6261,2827
31604.45002,2015-09-01,35-44,F,6261,10329
49210.00056,2015-09-01,35-44,M,6261,5076
29433.62015,2015-09-01,45-54,F,6261,1497
38297.13008,2015-09-01,45-54,M,6261,7960
23991.761,2015-09-01,55-64,F,6261,8177
46594.85744,2015-09-01,55-64,M,6261,10588
6681.01028,2015-09-01,>=65,F,6261,5196
19560.21087,2015-09-01,>=65,M,6261,9078
3534.87002,2015-10-01,<=24,F,6261,240
4701.84046,2015-10-01,<=24,M,6261,5702
28585.70101,2015-10-01,25-34,F,6261,3102
34938.18862,2015-10-01,25-34,M,6261,7189
34787.75989,2015-10-01,35-44,F,6261,3966
50680.69951,2015-10-01,35-44,M,6261,9866
31090.91921,2015-10-01,45-54,F,6261,9008
46527.3323,2015-10-01,45-54,M,6261,2259
35123.96982,2015-10-01,55-64,F,6261,1869
51108.27006,2015-10-01,55-64,M,6261,8441
5568.9496,2015-10-01,>=65,F,6261,9619
23139.71995,2015-10-01,>=65,M,6261,6099
3097.11976,2015-11-01,<=24,F,6261,1557
6989.4903,2015-11-01,<=24,M,6261,8100
26589.32987,2015-11-01,25-34,F,6261,10191
35730.60823,2015-11-01,25-34,M,6261,4619
36681.60909,2015-11-01,35-44,F,6261,6498
51035.59769,2015-11-01,35-44,M,6261,2433
37762.77947,2015-11-01,45-54,F,6261,6138
45881.14062,2015-11-01,45-54,M,6261,558
30483.06038,2015-11-01,55-64,F,6261,9472
54663.82018,2015-11-01,55-64,M,6261,6061
10382.93042,2015-11-01,>=65,F,6261,2199
21579.87017,2015-11-01,>=65,M,6261,9031
2404.25017,2015-12-01,<=24,F,6261,10639
4833.09026,2015-12-01,<=24,M,6261,8375
25224.70063,2015-12-01,25-34,F,6261,1001
40216.97,2015-12-01,25-34,M,6261,4507
34690.44038,2015-12-01,35-44,F,6261,6624
52200.22112,2015-12-01,35-44,M,6261,2653
30591.01986,2015-12-01,45-54,F,6261,6356
47235.76063,2015-12-01,45-54,M,6261,9662
37782.63166,2015-12-01,55-64,F,6261,417
45620.9704,2015-12-01,55-64,M,6261,5767
12019.62957,2015-12-01,>=65,F,6261,2168
24146.24074,2015-12-01,>=65,M,6261,8747
4795.66982,2015-01-01,<=24,F,6271,2197
6912.86013,2015-01-01,<=24,M,6271,9029
42051.68066,2015-01-01,25-34,F,6271,677
40247.1214,2015-01-01,25-34,M,6271,3843
72201.34018,2015-01-01,35-44,F,6271,7320
106239.94068,2015-01-01,35-44,M,6271,3333
104992.21922,2015-01-01,45-54,F,6271,5688
99559.6185,2015-01-01,45-54,M,6271,9335
41924.50094,2015-01-01,55-64,F,6271,84
53700.91973,2015-01-01,55-64,M,6271,5138
17986.69986,2015-01-01,>=65,F,6271,1558
43582.16101,2015-01-01,>=65,M,6271,8102
4305.41,2015-02-01,<=24,F,6271,7064
5342.47001,2015-02-01,<=24,M,6271,2898
34330.02064,2015-02-01,25-34,F,6271,5863
41859.7295,2015-02-01,25-34,M,6271,9416
76547.09982,2015-02-01,35-44,F,6271,10525
67890.44952,2015-02-01,35-44,M,6271,7979
71401.7989,2015-02-01,45-54,F,6271,1257
68485.44056,2015-02-01,45-54,M,6271,5027
39760.65072,2015-02-01,55-64,F,6271,4426
52686.61068,2015-02-01,55-64,M,6271,10124
17040.83984,2015-02-01,>=65,F,6271,7433
24792.45985,2015-02-01,>=65,M,6271,3536
3840.90008,2015-03-01,<=24,F,6271,3037
5756.20996,2015-03-01,<=24,M,6271,6914
35679.54114,2015-03-01,25-34,F,6271,9439
32230.33942,2015-03-01,25-34,M,6271,5825
103828.91728,2015-03-01,35-44,F,6271,8017
73457.9190800001,2015-03-01,35-44,M,6271,10506
77421.2195,2015-03-01,45-54,F,6271,4983
78354.6193,2015-03-01,45-54,M,6271,1275
28142.16938,2015-03-01,55-64,F,6271,10059
58342.23998,2015-03-01,55-64,M,6271,4548
15225.99983,2015-03-01,>=65,F,6271,3410
50689.55025,2015-03-01,>=65,M,6271,7561
4476.06988,2015-04-01,<=24,F,6271,833
4781.91974,2015-04-01,<=24,M,6271,4152
29747.47922,2015-04-01,25-34,F,6271,1887
27762.87992,2015-04-01,25-34,M,6271,8705
64299.72094,2015-04-01,35-44,F,6271,5125
62269.74122,2015-04-01,35-44,M,6271,9133
60052.61818,2015-04-01,45-54,F,6271,7568
93076.6007999999,2015-04-01,45-54,M,6271,3417
45619.67922,2015-04-01,55-64,F,6271,3329
52886.25078,2015-04-01,55-64,M,6271,7316
16151.38998,2015-04-01,>=65,F,6271,10369
40713.6395,2015-04-01,>=65,M,6271,4987
4295.48997,2015-05-01,<=24,F,6271,661
8529.75984,2015-05-01,<=24,M,6271,3893
39037.26054,2015-05-01,25-34,F,6271,2255
33136.1197,2015-05-01,25-34,M,6271,9005
83804.63704,2015-05-01,35-44,F,6271,5474
90434.4188,2015-05-01,35-44,M,6271,9283
83303.1598,2015-05-01,45-54,F,6271,7191
82591.54148,2015-05-01,45-54,M,6271,3105
34950.48986,2015-05-01,55-64,F,6271,3699
55334.77018,2015-05-01,55-64,M,6271,7586
19587.7293,2015-05-01,>=65,F,6271,10214
54860.99984,2015-05-01,>=65,M,6271,4603
4400.87012,2015-06-01,<=24,F,6271,4747
7759.6493,2015-06-01,<=24,M,6271,10307
31978.15904,2015-06-01,25-34,F,6271,7987
35900.46014,2015-06-01,25-34,M,6271,1474
93506.66072,2015-06-01,35-44,F,6271,372
84691.94072,2015-06-01,35-44,M,6271,5874
92406.32168,2015-06-01,45-54,F,6271,2815
120087.02222,2015-06-01,45-54,M,6271,6792
37862.18106,2015-06-01,55-64,F,6271,6729
49674.82029,2015-06-01,55-64,M,6271,2579
32217.5398,2015-06-01,>=65,F,6271,4387
50286.04128,2015-06-01,>=65,M,6271,897
6741.17,2015-07-01,<=24,F,6271,1240
11969.56076,2015-07-01,<=24,M,6271,5074
46410.9802,2015-07-01,25-34,F,6271,10416
49932.81954,2015-07-01,25-34,M,6271,7859
95248.84202,2015-07-01,35-44,F,6271,5984
102232.13894,2015-07-01,35-44,M,6271,9515
119542.73838,2015-07-01,45-54,F,6271,7026
120759.46124,2015-07-01,45-54,M,6271,2948
51653.43958,2015-07-01,55-64,F,6271,2524
72783.3804,2015-07-01,55-64,M,6271,6429
17989.79976,2015-07-01,>=65,F,6271,9958
49993.33994,2015-07-01,>=65,M,6271,4058
3409.17009,2015-08-01,<=24,F,6271,2926
6604.8897,2015-08-01,<=24,M,6271,7004
34032.81964,2015-08-01,25-34,F,6271,9384
33142.60008,2015-08-01,25-34,M,6271,5881
48092.90146,2015-08-01,35-44,F,6271,7959
88043.04192,2015-08-01,35-44,M,6271,10549
63496.27988,2015-08-01,45-54,F,6271,5096
75621.22056,2015-08-01,45-54,M,6271,1249
29439.4092,2015-08-01,55-64,F,6271,10111
45056.2789,2015-08-01,55-64,M,6271,4494
13869.18052,2015-08-01,>=65,F,6271,3477
29295.73995,2015-08-01,>=65,M,6271,7451
6128.8699,2015-09-01,<=24,F,6271,7683
7097.16979,2015-09-01,<=24,M,6271,3604
36680.18016,2015-09-01,25-34,F,6271,5236
36890.71884,2015-09-01,25-34,M,6271,6
97581.10132,2015-09-01,35-44,F,6271,2038
92830.20002,2015-09-01,35-44,M,6271,8590
78308.49962,2015-09-01,45-54,F,6271,9990
100660.14156,2015-09-01,45-54,M,6271,4405
54652.96911,2015-09-01,55-64,F,6271,3806
46022.29976,2015-09-01,55-64,M,6271,701
14584.6499,2015-09-01,>=65,F,6271,6783
42772.87945,2015-09-01,>=65,M,6271,2807
6090.17018,2015-10-01,<=24,F,6271,2676
8479.9904,2015-10-01,<=24,M,6271,6570
41140.3395,2015-10-01,25-34,F,6271,555
43846.25862,2015-10-01,25-34,M,6271,6127
99447.3763,2015-10-01,35-44,F,6271,8351
83308.58324,2015-10-01,35-44,M,6271,1611
78705.02134,2015-10-01,45-54,F,6271,4639
110204.4985,2015-10-01,45-54,M,6271,10199
45640.9901,2015-10-01,55-64,F,6271,1171
49966.37914,2015-10-01,55-64,M,6271,4916
25011.43978,2015-10-01,>=65,F,6271,3056
38932.47012,2015-10-01,>=65,M,6271,7219
6392.1804,2015-11-01,<=24,F,6271,9718
7483.94015,2015-11-01,<=24,M,6271,3876
46681.94176,2015-11-01,25-34,F,6271,2237
44347.19884,2015-11-01,25-34,M,6271,8986
76079.78206,2015-11-01,35-44,F,6271,5496
112866.35982,2015-11-01,35-44,M,6271,207
87158.29716,2015-11-01,45-54,F,6271,7207
105655.28008,2015-11-01,45-54,M,6271,3119
52289.92847,2015-11-01,55-64,F,6271,3722
62889.50928,2015-11-01,55-64,M,6271,7608
28460.19912,2015-11-01,>=65,F,6271,1138
57646.49972,2015-11-01,>=65,M,6271,4587
4883.98991,2015-12-01,<=24,F,6271,791
8014.7696,2015-12-01,<=24,M,6271,3911
41468.68116,2015-12-01,25-34,F,6271,2139
44005.1205,2015-12-01,25-34,M,6271,8779
101926.98078,2015-12-01,35-44,F,6271,5690
125499.06182,2015-12-01,35-44,M,6271,9336
107190.13916,2015-12-01,45-54,F,6271,7318
124404.30126,2015-12-01,45-54,M,6271,3331
61699.19129,2015-12-01,55-64,F,6271,3409
80808.08982,2015-12-01,55-64,M,6271,7560
35564.24008,2015-12-01,>=65,F,6271,10058
62845.77024,2015-12-01,>=65,M,6271,4547
456.46988,2015-01-01,<=24,F,6272,8085
403.88,2015-01-01,<=24,M,6272,10499
5152.36003,2015-01-01,25-34,F,6272,4866
5860.13007,2015-01-01,25-34,M,6272,1184
9984.25986,2015-01-01,35-44,F,6272,2955
7558.66006,2015-01-01,35-44,M,6272,6926
11700.80001,2015-01-01,45-54,F,6272,9493
8046.82041,2015-01-01,45-54,M,6272,6016
11473.77062,2015-01-01,55-64,F,6272,6078
4189.98003,2015-01-01,55-64,M,6272,563
4843.26956,2015-01-01,>=65,F,6272,8423
4307.59024,2015-01-01,>=65,M,6272,1851
344.67994,2015-02-01,<=24,F,6272,3232
533.35996,2015-02-01,<=24,M,6272,7371
4899.80972,2015-02-01,25-34,F,6272,9265
3826.0604,2015-02-01,25-34,M,6272,5522
11327.57941,2015-02-01,35-44,F,6272,8962
5672.14996,2015-02-01,35-44,M,6272,2316
10632.82055,2015-02-01,45-54,F,6272,3990
9673.83056,2015-02-01,45-54,M,6272,752
7728.68055,2015-02-01,55-64,F,6272,9971
3336.35992,2015-02-01,55-64,M,6272,4085
3803.15003,2015-02-01,>=65,F,6272,2509
7318.3802,2015-02-01,>=65,M,6272,6414
1180.04002,2015-03-01,<=24,F,6272,7263
538.9801,2015-03-01,<=24,M,6272,3350
7630.99029,2015-03-01,25-34,F,6272,5472
5129.89049,2015-03-01,25-34,M,6272,9281
12600.78079,2015-03-01,35-44,F,6272,2257
6899.23001,2015-03-01,35-44,M,6272,9007
16143.91048,2015-03-01,45-54,F,6272,786
8144.67082,2015-03-01,45-54,M,6272,3968
7730.84021,2015-03-01,55-64,F,6272,4206
6460.98027,2015-03-01,55-64,M,6272,9904
2883.95983,2015-03-01,>=65,F,6272,6526
6312.13978,2015-03-01,>=65,M,6272,2387
980.77992,2015-04-01,<=24,F,6272,4529
2316.86995,2015-04-01,<=24,M,6272,1010
4938.13963,2015-04-01,25-34,F,6272,8392
6791.49017,2015-04-01,25-34,M,6272,10650
11231.94994,2015-04-01,35-44,F,6272,9614
7673.50003,2015-04-01,35-44,M,6272,6090
15038.40103,2015-04-01,45-54,F,6272,2376
7749.92988,2015-04-01,45-54,M,6272,6517
8991.71024,2015-04-01,55-64,F,6272,6942
6872.4002,2015-04-01,55-64,M,6272,2972
3335.99999,2015-04-01,>=65,F,6272,3961
4607.74023,2015-04-01,>=65,M,6272,9865
3811.7299,2015-05-01,<=24,F,6272,4894
2131.8,2015-05-01,<=24,M,6272,1156
7094.88064,2015-05-01,25-34,F,6272,8016
7001.70039,2015-05-01,25-34,M,6272,10505
13261.27924,2015-05-01,35-44,F,6272,9440
7747.31996,2015-05-01,35-44,M,6272,5827
14993.26025,2015-05-01,45-54,F,6272,2778
8055.07945,2015-05-01,45-54,M,6272,6826
9762.32973,2015-05-01,55-64,F,6272,6592
6931.17031,2015-05-01,55-64,M,6272,2698
3326.76025,2015-05-01,>=65,F,6272,4251
3085.52,2015-05-01,>=65,M,6272,10040
5104.77028,2015-06-01,<=24,F,6272,9800
2212.8503,2015-06-01,<=24,M,6272,3779
7124.8296,2015-06-01,25-34,F,6272,2303
6537.67089,2015-06-01,25-34,M,6272,8950
12894.62046,2015-06-01,35-44,F,6272,5507
6721.1496,2015-06-01,35-44,M,6272,170
14092.80858,2015-06-01,45-54,F,6272,7128
7364.25054,2015-06-01,45-54,M,6272,3142
11070.31962,2015-06-01,55-64,F,6272,3549
5757.58032,2015-06-01,55-64,M,6272,7715
6850.20006,2015-06-01,>=65,F,6272,1083
4416.94975,2015-06-01,>=65,M,6272,4722
3073.71014,2015-07-01,<=24,F,6272,4044
2021.55996,2015-07-01,<=24,M,6272,738
8059.38073,2015-07-01,25-34,F,6272,8842
7734.84922,2015-07-01,25-34,M,6272,2131
10222.80938,2015-07-01,35-44,F,6272,9350
12069.47045,2015-07-01,35-44,M,6272,5642
14288.6899,2015-07-01,45-54,F,6272,3273
9918.6194,2015-07-01,45-54,M,6272,7329
11662.36955,2015-07-01,55-64,F,6272,7423
5882.86987,2015-07-01,55-64,M,6272,3526
4468.95024,2015-07-01,>=65,F,6272,4461
4061.84981,2015-07-01,>=65,M,6272,10141
765.92994,2015-08-01,<=24,F,6272,7352
920.89002,2015-08-01,<=24,M,6272,3296
4692.88007,2015-08-01,25-34,F,6272,5576
8733.8296,2015-08-01,25-34,M,6272,9257
8675.33046,2015-08-01,35-44,F,6272,2344
5543.94022,2015-08-01,35-44,M,6272,8897
11970.91054,2015-08-01,45-54,F,6272,730
6251.28953,2015-08-01,45-54,M,6272,4022
7060.42943,2015-08-01,55-64,F,6272,4108
3613.6098,2015-08-01,55-64,M,6272,9944
4233.88025,2015-08-01,>=65,F,6272,6476
2785.77021,2015-08-01,>=65,M,6272,2482
1730.00983,2015-09-01,<=24,F,6272,2614
1367.55985,2015-09-01,<=24,M,6272,6672
7627.76954,2015-09-01,25-34,F,6272,525
6205.08084,2015-09-01,25-34,M,6272,6237
15980.23984,2015-09-01,35-44,F,6272,8249
7474.76026,2015-09-01,35-44,M,6272,1669
19460.91953,2015-09-01,45-54,F,6272,4689
9124.82004,2015-09-01,45-54,M,6272,10146
9175.43052,2015-09-01,55-64,F,6272,1200
3464.65,2015-09-01,55-64,M,6272,4796
4889.41016,2015-09-01,>=65,F,6272,3169
3835.66012,2015-09-01,>=65,M,6272,7157
3076.39031,2015-10-01,<=24,F,6272,7617
1189.81987,2015-10-01,<=24,M,6272,3731
9603.15987,2015-10-01,25-34,F,6272,5177
9517.9294,2015-10-01,25-34,M,6272,58
12913.86935,2015-10-01,35-44,F,6272,1938
9899.00986,2015-10-01,35-44,M,6272,8661
18512.26999,2015-10-01,45-54,F,6272,10024
13623.03003,2015-10-01,45-54,M,6272,4309
10682.04009,2015-10-01,55-64,F,6272,3873
6760.59973,2015-10-01,55-64,M,6272,655
5476.97026,2015-10-01,>=65,F,6272,6877
7662.04996,2015-10-01,>=65,M,6272,2740
2814.50006,2015-11-01,<=24,F,6272,4912
4206.87025,2015-11-01,<=24,M,6272,10231
7710.78927,2015-11-01,25-34,F,6272,8035
7237.9403,2015-11-01,25-34,M,6272,1461
